Ticker,MICROSOFT CORPORATION (XNAS:MSFT),"Microsoft Corporation is a technology company. The Company develops and supports software, services, devices, and solutions. The Company’s segments include Productivity and Business Processes, Intelligent Cloud, and More Personal Computing. The Productivity and Business Processes segment consists of products and services in its portfolio of productivity, communication, and information services. This segment primarily comprises: Office Commercial, Office Consumer, LinkedIn, and Dynamics business solutions. The Intelligent Cloud segment consists of server products and cloud services, including Azure and other cloud services, SQL Server, Windows Server, Visual Studio, System Center, and related Client Access Licenses (CALs), and Nuance and GitHub; and Enterprise Services, including enterprise support services, industry solutions and Nuance professional services. The More Personal Computing segment primarily comprises Windows, Devices, Gaming, and search and news advertising.",MICROSOFT CORPORATION,,,,,,,,,,,
End Date,27/02/2026,,Variance log-returns (daily),0.000287076,,T,1,,u,1.088777,,,,
Lookback,10,,StDev log-returns (daily),0.016943329,,N time steps,10,,d,0.918462,,,,
Start Date,01/03/2016,,No. of obs.,252,,dt,0.1,,r,0.038,,,,
Frequency,0,,StDev (annualized),0.268967007,,,,,q,0.501103,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date,Closing price,Log-returns,,,,,,,,,,,,
04/01/2018, $87.11 ,0.008762883,,,,,,,,,,,,
05/01/2018, $88.19 ,0.01232189,,,,,,,,,,,,
08/01/2018, $88.28 ,0.001020003,,,,,,,,,,,,
09/01/2018, $88.22 ,-0.000679887,,,,,,,,,,,,
10/01/2018, $87.82 ,-0.00454443,,,,,,,,,,,,
11/01/2018, $88.08 ,0.002956227,,,,,,,,,,,,
12/01/2018, $89.60 ,0.017109828,,,,,,,,,,,,
16/01/2018, $88.35 ,-0.014049121,,,,,,,,,,,,
17/01/2018, $90.14 ,0.020057818,,,,,,,,,,,,
18/01/2018, $90.10 ,-0.000443853,,,,,,,,,,,,
19/01/2018, $90.00 ,-0.001110494,,,,,,,,,,,,
22/01/2018, $91.61 ,0.017730766,,,,,,,,,,,,
23/01/2018, $91.90 ,0.003160593,,,,,,,,,,,,
24/01/2018, $91.82 ,-0.000870891,,,,,,,,,,,,
25/01/2018, $92.33 ,0.005538977,,,,,,,,,,,,
26/01/2018, $94.06 ,0.018563761,,,,,,,,,,,,
29/01/2018, $93.92 ,-0.00148952,,,,,,,,,,,,
30/01/2018, $92.74 ,-0.012643477,,,,,,,,,,,,
31/01/2018, $95.01 ,0.02418227,,,,,,,,,,,,
01/02/2018, $94.26 ,-0.007925228,,,,,,,,,,,,
02/02/2018, $91.78 ,-0.026662513,,,,,,,,,,,,
05/02/2018, $88.00 ,-0.042057594,,,,,,,,,,,,
06/02/2018, $91.33 ,0.037142506,,,,,,,,,,,,
07/02/2018, $89.61 ,-0.0190124,,,,,,,,,,,,
08/02/2018, $85.01 ,-0.052698024,,,,,,,,,,,,
09/02/2018, $88.18 ,0.036611283,,,,,,,,,,,,
12/02/2018, $89.13 ,0.010715798,,,,,,,,,,,,
13/02/2018, $89.83 ,0.007823017,,,,,,,,,,,,
14/02/2018, $90.81 ,0.010850416,,,,,,,,,,,,
15/02/2018, $92.66 ,0.020167468,,,,,,,,,,,,
16/02/2018, $92.00 ,-0.007148303,,,,,,,,,,,,
20/02/2018, $92.72 ,0.007795622,,,,,,,,,,,,
21/02/2018, $91.49 ,-0.013354522,,,,,,,,,,,,
22/02/2018, $91.73 ,0.002619803,,,,,,,,,,,,
23/02/2018, $94.06 ,0.025083397,,,,,,,,,,,,
26/02/2018, $95.42 ,0.014355324,,,,,,,,,,,,
27/02/2018, $94.20 ,-0.012868019,,,,,,,,,,,,
28/02/2018, $93.77 ,-0.004575206,,,,,,,,,,,,
01/03/2018, $92.85 ,-0.009859688,,,,,,,,,,,,
02/03/2018, $93.05 ,0.002151695,,,,,,,,,,,,
05/03/2018, $93.64 ,0.00632066,,,,,,,,,,,,
06/03/2018, $93.32 ,-0.003423195,,,,,,,,,,,,
07/03/2018, $93.86 ,0.005769863,,,,,,,,,,,,
08/03/2018, $94.43 ,0.006054509,,,,,,,,,,,,
09/03/2018, $96.54 ,0.022098611,,,,,,,,,,,,
12/03/2018, $96.77 ,0.002379599,,,,,,,,,,,,
13/03/2018, $94.41 ,-0.024690029,,,,,,,,,,,,
14/03/2018, $93.85 ,-0.005949237,,,,,,,,,,,,
15/03/2018, $94.18 ,0.003510082,,,,,,,,,,,,
16/03/2018, $94.60 ,0.004449631,,,,,,,,,,,,
19/03/2018, $92.89 ,-0.018241479,,,,,,,,,,,,
20/03/2018, $93.13 ,0.002580369,,,,,,,,,,,,
21/03/2018, $92.48 ,-0.007003962,,,,,,,,,,,,
22/03/2018, $89.79 ,-0.029518794,,,,,,,,,,,,
23/03/2018, $87.18 ,-0.029498664,,,,,,,,,,,,
26/03/2018, $93.78 ,0.072976667,,,,,,,,,,,,
27/03/2018, $89.47 ,-0.04704824,,,,,,,,,,,,
28/03/2018, $89.39 ,-0.000894554,,,,,,,,,,,,
29/03/2018, $91.27 ,0.020813327,,,,,,,,,,,,
02/04/2018, $88.52 ,-0.030593631,,,,,,,,,,,,
03/04/2018, $89.71 ,0.01335373,,,,,,,,,,,,
04/04/2018, $92.33 ,0.02878687,,,,,,,,,,,,
05/04/2018, $92.38 ,0.000541389,,,,,,,,,,,,
06/04/2018, $90.23 ,-0.023548539,,,,,,,,,,,,
09/04/2018, $90.77 ,0.005966869,,,,,,,,,,,,
10/04/2018, $92.88 ,0.022979503,,,,,,,,,,,,
11/04/2018, $91.86 ,-0.011042658,,,,,,,,,,,,
12/04/2018, $93.58 ,0.018551007,,,,,,,,,,,,
13/04/2018, $93.08 ,-0.005357347,,,,,,,,,,,,
16/04/2018, $94.17 ,0.011642321,,,,,,,,,,,,
17/04/2018, $96.07 ,0.019975433,,,,,,,,,,,,
18/04/2018, $96.44 ,0.003843961,,,,,,,,,,,,
19/04/2018, $96.11 ,-0.003427684,,,,,,,,,,,,
20/04/2018, $95.00 ,-0.011616477,,,,,,,,,,,,
23/04/2018, $95.35 ,0.00367744,,,,,,,,,,,,
24/04/2018, $93.12 ,-0.023665348,,,,,,,,,,,,
25/04/2018, $92.31 ,-0.008736506,,,,,,,,,,,,
26/04/2018, $94.26 ,0.020904443,,,,,,,,,,,,
27/04/2018, $95.82 ,0.01641451,,,,,,,,,,,,
30/04/2018, $93.52 ,-0.024296114,,,,,,,,,,,,
01/05/2018, $95.00 ,0.015701574,,,,,,,,,,,,
02/05/2018, $93.51 ,-0.015808509,,,,,,,,,,,,
03/05/2018, $94.07 ,0.005970804,,,,,,,,,,,,
04/05/2018, $95.16 ,0.011520499,,,,,,,,,,,,
07/05/2018, $96.22 ,0.011077551,,,,,,,,,,,,
08/05/2018, $95.81 ,-0.004270173,,,,,,,,,,,,
09/05/2018, $96.94 ,0.011725167,,,,,,,,,,,,
10/05/2018, $97.91 ,0.009956459,,,,,,,,,,,,
11/05/2018, $97.70 ,-0.00214713,,,,,,,,,,,,
14/05/2018, $98.03 ,0.003371995,,,,,,,,,,,,
15/05/2018, $97.32 ,-0.007269036,,,,,,,,,,,,
16/05/2018, $97.15 ,-0.001748342,,,,,,,,,,,,
17/05/2018, $96.18 ,-0.01003474,,,,,,,,,,,,
18/05/2018, $96.36 ,0.001869742,,,,,,,,,,,,
21/05/2018, $97.60 ,0.012786316,,,,,,,,,,,,
22/05/2018, $97.50 ,-0.001025115,,,,,,,,,,,,
23/05/2018, $98.66 ,0.011827218,,,,,,,,,,,,
24/05/2018, $98.31 ,-0.003553844,,,,,,,,,,,,
25/05/2018, $98.36 ,0.000508466,,,,,,,,,,,,
29/05/2018, $98.01 ,-0.003564703,,,,,,,,,,,,
30/05/2018, $98.95 ,0.009545158,,,,,,,,,,,,
31/05/2018, $98.84 ,-0.001112291,,,,,,,,,,,,
01/06/2018, $100.79 ,0.019536763,,,,,,,,,,,,
04/06/2018, $101.67 ,0.00869313,,,,,,,,,,,,
05/06/2018, $102.19 ,0.005101551,,,,,,,,,,,,
06/06/2018, $102.49 ,0.002931407,,,,,,,,,,,,
07/06/2018, $100.88 ,-0.015833541,,,,,,,,,,,,
08/06/2018, $101.63 ,0.007407075,,,,,,,,,,,,
11/06/2018, $101.05 ,-0.005723323,,,,,,,,,,,,
12/06/2018, $101.31 ,0.002569679,,,,,,,,,,,,
13/06/2018, $100.85 ,-0.004550859,,,,,,,,,,,,
14/06/2018, $101.42 ,0.005636046,,,,,,,,,,,,
15/06/2018, $100.13 ,-0.012800969,,,,,,,,,,,,
18/06/2018, $100.86 ,0.007264075,,,,,,,,,,,,
19/06/2018, $100.86 ,0,,,,,,,,,,,,
20/06/2018, $101.87 ,0.009964074,,,,,,,,,,,,
21/06/2018, $101.14 ,-0.007191795,,,,,,,,,,,,
22/06/2018, $100.41 ,-0.007243892,,,,,,,,,,,,
25/06/2018, $98.39 ,-0.020322631,,,,,,,,,,,,
26/06/2018, $99.08 ,0.006988432,,,,,,,,,,,,
27/06/2018, $97.54 ,-0.015665054,,,,,,,,,,,,
28/06/2018, $98.63 ,0.011112925,,,,,,,,,,,,
29/06/2018, $98.61 ,-0.000202799,,,,,,,,,,,,
02/07/2018, $100.01 ,0.014097505,,,,,,,,,,,,
03/07/2018, $99.05 ,-0.009645408,,,,,,,,,,,,
05/07/2018, $99.76 ,0.007142528,,,,,,,,,,,,
06/07/2018, $101.16 ,0.01393612,,,,,,,,,,,,
09/07/2018, $101.85 ,0.006797721,,,,,,,,,,,,
10/07/2018, $102.12 ,0.00264745,,,,,,,,,,,,
11/07/2018, $101.98 ,-0.001371877,,,,,,,,,,,,
12/07/2018, $104.19 ,0.02143944,,,,,,,,,,,,
13/07/2018, $105.43 ,0.01183107,,,,,,,,,,,,
16/07/2018, $104.91 ,-0.004944386,,,,,,,,,,,,
17/07/2018, $105.95 ,0.009864445,,,,,,,,,,,,
18/07/2018, $105.12 ,-0.00786473,,,,,,,,,,,,
19/07/2018, $104.40 ,-0.006872879,,,,,,,,,,,,
20/07/2018, $106.27 ,0.01775335,,,,,,,,,,,,
23/07/2018, $107.97 ,0.015870385,,,,,,,,,,,,
24/07/2018, $107.66 ,-0.002875298,,,,,,,,,,,,
25/07/2018, $110.83 ,0.029019383,,,,,,,,,,,,
26/07/2018, $109.62 ,-0.010977656,,,,,,,,,,,,
27/07/2018, $107.68 ,-0.017855974,,,,,,,,,,,,
30/07/2018, $105.37 ,-0.0216859,,,,,,,,,,,,
31/07/2018, $106.08 ,0.006715561,,,,,,,,,,,,
01/08/2018, $106.28 ,0.001883594,,,,,,,,,,,,
02/08/2018, $107.57 ,0.012064678,,,,,,,,,,,,
03/08/2018, $108.04 ,0.00435973,,,,,,,,,,,,
06/08/2018, $108.13 ,0.000832678,,,,,,,,,,,,
07/08/2018, $108.88 ,0.006912151,,,,,,,,,,,,
08/08/2018, $109.49 ,0.005586863,,,,,,,,,,,,
09/08/2018, $109.67 ,0.001642636,,,,,,,,,,,,
10/08/2018, $109.00 ,-0.006127975,,,,,,,,,,,,
13/08/2018, $108.21 ,-0.007274099,,,,,,,,,,,,
14/08/2018, $109.56 ,0.012398561,,,,,,,,,,,,
15/08/2018, $107.66 ,-0.017494231,,,,,,,,,,,,
16/08/2018, $107.64 ,-0.000185787,,,,,,,,,,,,
17/08/2018, $107.58 ,-0.000557569,,,,,,,,,,,,
20/08/2018, $106.87 ,-0.006621614,,,,,,,,,,,,
21/08/2018, $105.98 ,-0.008362745,,,,,,,,,,,,
22/08/2018, $107.06 ,0.010139028,,,,,,,,,,,,
23/08/2018, $107.56 ,0.004659406,,,,,,,,,,,,
24/08/2018, $108.40 ,0.007779258,,,,,,,,,,,,
27/08/2018, $109.60 ,0.011009286,,,,,,,,,,,,
28/08/2018, $110.26 ,0.006003839,,,,,,,,,,,,
29/08/2018, $112.02 ,0.015836214,,,,,,,,,,,,
30/08/2018, $111.95 ,-0.000625084,,,,,,,,,,,,
31/08/2018, $112.33 ,0.003388625,,,,,,,,,,,,
04/09/2018, $111.71 ,-0.00553474,,,,,,,,,,,,
05/09/2018, $108.49 ,-0.029248225,,,,,,,,,,,,
06/09/2018, $108.74 ,0.002301709,,,,,,,,,,,,
07/09/2018, $108.21 ,-0.004885928,,,,,,,,,,,,
10/09/2018, $109.38 ,0.010754274,,,,,,,,,,,,
11/09/2018, $111.24 ,0.016861971,,,,,,,,,,,,
12/09/2018, $111.71 ,0.004216198,,,,,,,,,,,,
13/09/2018, $112.91 ,0.010684814,,,,,,,,,,,,
14/09/2018, $113.37 ,0.004065765,,,,,,,,,,,,
17/09/2018, $112.14 ,-0.010908715,,,,,,,,,,,,
18/09/2018, $113.21 ,0.00949641,,,,,,,,,,,,
19/09/2018, $111.70 ,-0.013427795,,,,,,,,,,,,
20/09/2018, $113.57 ,0.016602681,,,,,,,,,,,,
21/09/2018, $114.26 ,0.006057166,,,,,,,,,,,,
24/09/2018, $114.67 ,0.003581885,,,,,,,,,,,,
25/09/2018, $114.45 ,-0.001920392,,,,,,,,,,,,
26/09/2018, $113.98 ,-0.004115052,,,,,,,,,,,,
27/09/2018, $114.41 ,0.003765493,,,,,,,,,,,,
28/09/2018, $114.37 ,-0.000349681,,,,,,,,,,,,
01/10/2018, $115.61 ,0.010783651,,,,,,,,,,,,
02/10/2018, $115.15 ,-0.003986831,,,,,,,,,,,,
03/10/2018, $115.17 ,0.000173671,,,,,,,,,,,,
04/10/2018, $112.79 ,-0.020881615,,,,,,,,,,,,
05/10/2018, $112.13 ,-0.00586877,,,,,,,,,,,,
08/10/2018, $110.85 ,-0.011480976,,,,,,,,,,,,
09/10/2018, $112.26 ,0.012639673,,,,,,,,,,,,
10/10/2018, $106.16 ,-0.055870219,,,,,,,,,,,,
11/10/2018, $105.91 ,-0.002357713,,,,,,,,,,,,
12/10/2018, $109.57 ,0.033973938,,,,,,,,,,,,
15/10/2018, $107.60 ,-0.018142967,,,,,,,,,,,,
16/10/2018, $111.00 ,0.031109554,,,,,,,,,,,,
17/10/2018, $110.71 ,-0.002616031,,,,,,,,,,,,
18/10/2018, $108.50 ,-0.020163997,,,,,,,,,,,,
19/10/2018, $108.66 ,0.001473568,,,,,,,,,,,,
22/10/2018, $109.63 ,0.008887319,,,,,,,,,,,,
23/10/2018, $108.10 ,-0.014054335,,,,,,,,,,,,
24/10/2018, $102.32 ,-0.054951567,,,,,,,,,,,,
25/10/2018, $108.30 ,0.056799997,,,,,,,,,,,,
26/10/2018, $106.96 ,-0.012450221,,,,,,,,,,,,
29/10/2018, $103.85 ,-0.029507382,,,,,,,,,,,,
30/10/2018, $103.73 ,-0.001156181,,,,,,,,,,,,
31/10/2018, $106.81 ,0.029260186,,,,,,,,,,,,
01/11/2018, $105.92 ,-0.008367463,,,,,,,,,,,,
02/11/2018, $106.16 ,0.002263298,,,,,,,,,,,,
05/11/2018, $107.51 ,0.012636476,,,,,,,,,,,,
06/11/2018, $107.72 ,0.001951401,,,,,,,,,,,,
07/11/2018, $111.96 ,0.038606397,,,,,,,,,,,,
08/11/2018, $111.75 ,-0.001877431,,,,,,,,,,,,
09/11/2018, $109.57 ,-0.019700619,,,,,,,,,,,,
12/11/2018, $106.87 ,-0.024950472,,,,,,,,,,,,
13/11/2018, $106.94 ,0.000654787,,,,,,,,,,,,
14/11/2018, $104.97 ,-0.018593334,,,,,,,,,,,,
15/11/2018, $107.28 ,0.021767644,,,,,,,,,,,,
16/11/2018, $108.29 ,0.009370575,,,,,,,,,,,,
19/11/2018, $104.62 ,-0.034478076,,,,,,,,,,,,
20/11/2018, $101.71 ,-0.028209111,,,,,,,,,,,,
21/11/2018, $103.11 ,0.013670753,,,,,,,,,,,,
23/11/2018, $103.07 ,-0.00038801,,,,,,,,,,,,
26/11/2018, $106.47 ,0.032454886,,,,,,,,,,,,
27/11/2018, $107.14 ,0.006273135,,,,,,,,,,,,
28/11/2018, $111.12 ,0.036474308,,,,,,,,,,,,
29/11/2018, $110.19 ,-0.00840455,,,,,,,,,,,,
30/11/2018, $110.89 ,0.00633257,,,,,,,,,,,,
03/12/2018, $112.09 ,0.010763401,,,,,,,,,,,,
04/12/2018, $108.52 ,-0.032367632,,,,,,,,,,,,
06/12/2018, $109.19 ,0.006154996,,,,,,,,,,,,
07/12/2018, $104.82 ,-0.040844891,,,,,,,,,,,,
10/12/2018, $107.59 ,0.026083113,,,,,,,,,,,,
11/12/2018, $108.59 ,0.009251616,,,,,,,,,,,,
12/12/2018, $109.08 ,0.004502236,,,,,,,,,,,,
13/12/2018, $109.45 ,0.003386266,,,,,,,,,,,,
14/12/2018, $106.03 ,-0.031745751,,,,,,,,,,,,
17/12/2018, $102.89 ,-0.030061617,,,,,,,,,,,,
18/12/2018, $103.97 ,0.01044194,,,,,,,,,,,,
19/12/2018, $103.69 ,-0.002696717,,,,,,,,,,,,
20/12/2018, $101.51 ,-0.021248363,,,,,,,,,,,,
21/12/2018, $98.23 ,-0.032845648,,,,,,,,,,,,
24/12/2018, $94.13 ,-0.042634862,,,,,,,,,,,,
26/12/2018, $100.56 ,0.066077759,,,,,,,,,,,,
27/12/2018, $101.18 ,0.006146545,,,,,,,,,,,,
28/12/2018, $100.39 ,-0.007838508,,,,,,,,,,,,
31/12/2018, $101.57 ,0.011685615,,,,,,,,,,,,
02/01/2019, $101.12 ,-0.004440286,,,,,,,,,,,,
03/01/2019, $97.40 ,-0.03748172,,,,,,,,,,,,
04/01/2019, $101.93 ,0.045460093,,,,,,,,,,,,
07/01/2019, $102.06 ,0.001274572,,,,,,,,,,,,
08/01/2019, $102.80 ,0.007224477,,,,,,,,,,,,
09/01/2019, $104.27 ,0.014198336,,,,,,,,,,,,
10/01/2019, $103.60 ,-0.006446359,,,,,,,,,,,,
11/01/2019, $102.80 ,-0.007751977,,,,,,,,,,,,
14/01/2019, $102.05 ,-0.007322464,,,,,,,,,,,,
15/01/2019, $105.01 ,0.028592694,,,,,,,,,,,,
16/01/2019, $105.38 ,0.003517281,,,,,,,,,,,,
17/01/2019, $106.12 ,0.006997664,,,,,,,,,,,,
18/01/2019, $107.71 ,0.014871901,,,,,,,,,,,,
22/01/2019, $105.68 ,-0.01902677,,,,,,,,,,,,
23/01/2019, $106.71 ,0.009699214,,,,,,,,,,,,
24/01/2019, $106.20 ,-0.004790766,,,,,,,,,,,,
25/01/2019, $107.17 ,0.00909225,,,,,,,,,,,,
28/01/2019, $105.08 ,-0.019694394,,,,,,,,,,,,
29/01/2019, $102.94 ,-0.020575671,,,,,,,,,,,,
30/01/2019, $106.38 ,0.032871295,,,,,,,,,,,,
31/01/2019, $104.43 ,-0.018500599,,,,,,,,,,,,
01/02/2019, $102.78 ,-0.015926209,,,,,,,,,,,,
04/02/2019, $105.74 ,0.028392469,,,,,,,,,,,,
05/02/2019, $107.22 ,0.013899548,,,,,,,,,,,,
06/02/2019, $106.03 ,-0.011160725,,,,,,,,,,,,
07/02/2019, $105.27 ,-0.007193595,,,,,,,,,,,,
08/02/2019, $105.67 ,0.003792552,,,,,,,,,,,,
11/02/2019, $105.25 ,-0.003982558,,,,,,,,,,,,
12/02/2019, $106.89 ,0.015461796,,,,,,,,,,,,
13/02/2019, $106.81 ,-0.000748713,,,,,,,,,,,,
14/02/2019, $106.90 ,0.000842263,,,,,,,,,,,,
15/02/2019, $108.22 ,0.012272374,,,,,,,,,,,,
19/02/2019, $108.17 ,-0.000462129,,,,,,,,,,,,
20/02/2019, $107.15 ,-0.009474342,,,,,,,,,,,,
21/02/2019, $109.41 ,0.020872572,,,,,,,,,,,,
22/02/2019, $110.97 ,0.014157601,,,,,,,,,,,,
25/02/2019, $111.59 ,0.005571546,,,,,,,,,,,,
26/02/2019, $112.36 ,0.006876562,,,,,,,,,,,,
27/02/2019, $112.17 ,-0.001692425,,,,,,,,,,,,
28/02/2019, $112.03 ,-0.001248885,,,,,,,,,,,,
01/03/2019, $112.53 ,0.00445316,,,,,,,,,,,,
04/03/2019, $112.26 ,-0.002402243,,,,,,,,,,,,
05/03/2019, $111.70 ,-0.005000903,,,,,,,,,,,,
06/03/2019, $111.75 ,0.000447527,,,,,,,,,,,,
07/03/2019, $110.39 ,-0.012244683,,,,,,,,,,,,
08/03/2019, $110.51 ,0.001086465,,,,,,,,,,,,
11/03/2019, $112.83 ,0.020776247,,,,,,,,,,,,
12/03/2019, $113.62 ,0.006977286,,,,,,,,,,,,
13/03/2019, $114.50 ,0.007715276,,,,,,,,,,,,
14/03/2019, $114.59 ,0.000785717,,,,,,,,,,,,
15/03/2019, $115.91 ,0.011453487,,,,,,,,,,,,
18/03/2019, $117.57 ,0.014219873,,,,,,,,,,,,
19/03/2019, $117.65 ,0.000680214,,,,,,,,,,,,
20/03/2019, $117.52 ,-0.001105583,,,,,,,,,,,,
21/03/2019, $120.22 ,0.022714866,,,,,,,,,,,,
22/03/2019, $117.05 ,-0.026722204,,,,,,,,,,,,
25/03/2019, $117.66 ,0.005197915,,,,,,,,,,,,
26/03/2019, $117.91 ,0.002122512,,,,,,,,,,,,
27/03/2019, $116.77 ,-0.009715434,,,,,,,,,,,,
28/03/2019, $116.93 ,0.001369277,,,,,,,,,,,,
29/03/2019, $117.94 ,0.008600555,,,,,,,,,,,,
01/04/2019, $119.02 ,0.009115526,,,,,,,,,,,,
02/04/2019, $119.19 ,0.001427312,,,,,,,,,,,,
03/04/2019, $119.97 ,0.006522853,,,,,,,,,,,,
04/04/2019, $119.36 ,-0.005097575,,,,,,,,,,,,
05/04/2019, $119.89 ,0.004430519,,,,,,,,,,,,
08/04/2019, $119.93 ,0.000333584,,,,,,,,,,,,
09/04/2019, $119.28 ,-0.005434569,,,,,,,,,,,,
10/04/2019, $120.19 ,0.007600154,,,,,,,,,,,,
11/04/2019, $120.33 ,0.001164144,,,,,,,,,,,,
12/04/2019, $120.95 ,0.005139269,,,,,,,,,,,,
15/04/2019, $121.05 ,0.000826446,,,,,,,,,,,,
16/04/2019, $120.77 ,-0.002315773,,,,,,,,,,,,
17/04/2019, $121.77 ,0.008246109,,,,,,,,,,,,
18/04/2019, $123.37 ,0.013053951,,,,,,,,,,,,
22/04/2019, $123.76 ,0.003156236,,,,,,,,,,,,
23/04/2019, $125.44 ,0.01348335,,,,,,,,,,,,
24/04/2019, $125.01 ,-0.003433822,,,,,,,,,,,,
25/04/2019, $129.15 ,0.032580785,,,,,,,,,,,,
26/04/2019, $129.89 ,0.005713419,,,,,,,,,,,,
29/04/2019, $129.77 ,-0.000924286,,,,,,,,,,,,
30/04/2019, $130.60 ,0.006375564,,,,,,,,,,,,
01/05/2019, $127.88 ,-0.021046893,,,,,,,,,,,,
02/05/2019, $126.21 ,-0.013145138,,,,,,,,,,,,
03/05/2019, $128.90 ,0.021089724,,,,,,,,,,,,
06/05/2019, $128.15 ,-0.005835457,,,,,,,,,,,,
07/05/2019, $125.52 ,-0.020736344,,,,,,,,,,,,
08/05/2019, $125.51 ,-7.96718E-05,,,,,,,,,,,,
09/05/2019, $125.50 ,-7.96781E-05,,,,,,,,,,,,
10/05/2019, $127.13 ,0.012904426,,,,,,,,,,,,
13/05/2019, $123.35 ,-0.030184342,,,,,,,,,,,,
14/05/2019, $124.73 ,0.011125558,,,,,,,,,,,,
15/05/2019, $126.02 ,0.010289223,,,,,,,,,,,,
16/05/2019, $128.93 ,0.022828997,,,,,,,,,,,,
17/05/2019, $128.07 ,-0.006692632,,,,,,,,,,,,
20/05/2019, $126.22 ,-0.014550573,,,,,,,,,,,,
21/05/2019, $126.90 ,0.005372959,,,,,,,,,,,,
22/05/2019, $127.67 ,0.006049435,,,,,,,,,,,,
23/05/2019, $126.18 ,-0.011739351,,,,,,,,,,,,
24/05/2019, $126.24 ,0.000475398,,,,,,,,,,,,
28/05/2019, $126.16 ,-0.000633914,,,,,,,,,,,,
29/05/2019, $124.94 ,-0.009717321,,,,,,,,,,,,
30/05/2019, $125.73 ,0.006303129,,,,,,,,,,,,
31/05/2019, $123.68 ,-0.016439166,,,,,,,,,,,,
03/06/2019, $119.84 ,-0.031540065,,,,,,,,,,,,
04/06/2019, $123.16 ,0.027326803,,,,,,,,,,,,
05/06/2019, $125.83 ,0.021447467,,,,,,,,,,,,
06/06/2019, $127.82 ,0.015691235,,,,,,,,,,,,
07/06/2019, $131.40 ,0.027623082,,,,,,,,,,,,
10/06/2019, $132.60 ,0.009090972,,,,,,,,,,,,
11/06/2019, $132.10 ,-0.003777866,,,,,,,,,,,,
12/06/2019, $131.49 ,-0.004628408,,,,,,,,,,,,
13/06/2019, $132.32 ,0.006292428,,,,,,,,,,,,
14/06/2019, $132.45 ,0.000981984,,,,,,,,,,,,
17/06/2019, $132.85 ,0.003015456,,,,,,,,,,,,
18/06/2019, $135.16 ,0.01723859,,,,,,,,,,,,
19/06/2019, $135.69 ,0.00391361,,,,,,,,,,,,
20/06/2019, $136.95 ,0.009243024,,,,,,,,,,,,
21/06/2019, $136.97 ,0.000146028,,,,,,,,,,,,
24/06/2019, $137.78 ,0.005896286,,,,,,,,,,,,
25/06/2019, $133.43 ,-0.032081214,,,,,,,,,,,,
26/06/2019, $133.93 ,0.00374028,,,,,,,,,,,,
27/06/2019, $134.15 ,0.001641301,,,,,,,,,,,,
28/06/2019, $133.96 ,-0.001417329,,,,,,,,,,,,
01/07/2019, $135.68 ,0.012757924,,,,,,,,,,,,
02/07/2019, $136.58 ,0.006611351,,,,,,,,,,,,
03/07/2019, $137.46 ,0.006422442,,,,,,,,,,,,
05/07/2019, $137.06 ,-0.00291418,,,,,,,,,,,,
08/07/2019, $136.96 ,-0.000729874,,,,,,,,,,,,
09/07/2019, $136.46 ,-0.003657381,,,,,,,,,,,,
10/07/2019, $137.85 ,0.010134606,,,,,,,,,,,,
11/07/2019, $138.40 ,0.003981906,,,,,,,,,,,,
12/07/2019, $138.90 ,0.003606207,,,,,,,,,,,,
15/07/2019, $138.90 ,0,,,,,,,,,,,,
16/07/2019, $137.08 ,-0.013189553,,,,,,,,,,,,
17/07/2019, $136.27 ,-0.005926485,,,,,,,,,,,,
18/07/2019, $136.42 ,0.00110015,,,,,,,,,,,,
19/07/2019, $136.62 ,0.001464987,,,,,,,,,,,,
22/07/2019, $138.43 ,0.013161433,,,,,,,,,,,,
23/07/2019, $139.29 ,0.006193308,,,,,,,,,,,,
24/07/2019, $140.72 ,0.01021401,,,,,,,,,,,,
25/07/2019, $140.19 ,-0.003773455,,,,,,,,,,,,
26/07/2019, $141.34 ,0.00816969,,,,,,,,,,,,
29/07/2019, $141.03 ,-0.002195702,,,,,,,,,,,,
30/07/2019, $140.35 ,-0.004833331,,,,,,,,,,,,
31/07/2019, $136.27 ,-0.029501091,,,,,,,,,,,,
01/08/2019, $138.06 ,0.013050162,,,,,,,,,,,,
02/08/2019, $136.90 ,-0.008437641,,,,,,,,,,,,
05/08/2019, $132.21 ,-0.034859165,,,,,,,,,,,,
06/08/2019, $134.69 ,0.018584274,,,,,,,,,,,,
07/08/2019, $135.28 ,0.004370863,,,,,,,,,,,,
08/08/2019, $138.89 ,0.026335548,,,,,,,,,,,,
09/08/2019, $137.71 ,-0.008532228,,,,,,,,,,,,
12/08/2019, $135.79 ,-0.01404045,,,,,,,,,,,,
13/08/2019, $138.60 ,0.020482512,,,,,,,,,,,,
14/08/2019, $133.98 ,-0.033901552,,,,,,,,,,,,
15/08/2019, $133.68 ,-0.002241651,,,,,,,,,,,,
16/08/2019, $136.13 ,0.018161427,,,,,,,,,,,,
19/08/2019, $138.41 ,0.016609983,,,,,,,,,,,,
20/08/2019, $137.26 ,-0.008343357,,,,,,,,,,,,
21/08/2019, $138.79 ,0.011085062,,,,,,,,,,,,
22/08/2019, $137.78 ,-0.007303789,,,,,,,,,,,,
23/08/2019, $133.39 ,-0.032381042,,,,,,,,,,,,
26/08/2019, $135.45 ,0.0153254,,,,,,,,,,,,
